msg,cat,idx
12 5 5 0,0 0 1 1 0,187760
12 5 5 0,0 0 1 1 0,36614
12 9 12 5 4 0,0 0 1 1 0,189704
12 5 5 0,0 0 1 1 0,132113
12 5 0,0 0 1 1 0,220808
12 5 5 0,0 0 1 1 0,229556
12 9 9 4 4 0,0 0 1 1 0,118262
12 5 5 0,0 0 1 1 0,185087
12 5 0,0 0 1 1 0,187517
12 9 5 4 0,0 0 1 1 0,179012
12 9 12 5 4 0,0 0 1 1 0,210359
12 5 5 0,0 0 1 1 0,214004
12 9 12 5 4 0,0 0 1 1 0,57269
12 9 5 4 0,0 0 1 1 0,34913
12 5 0,0 0 1 1 0,194564
12 5 5 0,0 0 1 1 0,208172
12 5 0,0 0 1 1 0,132842
12 5 5 0,0 0 1 1 0,204284
12 5 0,0 0 1 1 0,44876
12 5 5 0,0 0 1 1 0,32483
12 9 9 4 4 0,0 0 1 1 0,60914
12 9 9 4 4 0,0 0 1 1 0,117533
12 9 12 5 4 0,0 0 1 1 0,197723
12 5 0,0 0 1 1 0,92990
12 5 5 0,0 0 1 1 0,9155
12 5 5 0,0 0 1 1 0,32240
12 5 5 0,0 0 1 1 0,158843
12 5 5 0,0 0 1 1 0,214004
12 5 5 0,0 0 1 1 0,36614
12 9 9 4 4 0,0 0 1 1 0,118262
12 9 12 5 4 0,0 0 1 1 0,19361
12 5 0,0 0 1 1 0,16688
12 9 9 4 4 0,0 0 1 1 0,224210
12 9 9 4 4 0,0 0 1 1 0,118262
12 9 5 4 0,0 0 1 1 0,73064
12 9 12 5 4 0,0 0 1 1 0,70877
12 9 12 5 4 0,0 0 1 1 0,59456
12 5 0,0 0 1 1 0,152525
12 9 5 4 0,0 0 1 1 0,73064
12 9 9 4 4 0,0 0 1 1 0,102953
12 5 5 0,0 0 1 1 0,59699
12 5 5 0,0 0 1 1 0,207200
12 9 9 4 4 0,0 0 1 1 0,221537
12 5 0,0 0 1 1 0,162002
12 5 0,0 0 1 1 0,19604
12 9 12 5 4 0,0 0 1 1 0,210359
12 12 5 4 0,0 0 1 1 0,58727
12 5 5 0,0 0 1 1 0,130655
12 5 0,0 0 1 1 0,19604
12 9 9 4 4 0,0 0 1 1 0,25193
12 5 5 0,0 0 1 1 0,172451
12 5 0,0 0 1 1 0,176582
12 5 0,0 0 1 1 0,202340
12 5 5 0,0 0 1 1 0,210116
12 9 9 4 4 4 0,0 0 1 1 0,77681
12 9 9 4 4 0,0 0 1 1 0,110000
12 5 5 0,0 0 1 1 0,59699
12 5 0,0 0 1 1 0,160787
12 5 5 0,0 0 1 1 0,214004
12 5 5 0,0 0 1 1 0,84242
12 5 0,0 0 1 1 0,202340
9 4 4 4 4 4 4 4 0,0 0 1 0 1,222270
9 4 4 4 4 4 4 4 0,0 0 1 0 1,209877
9 4 4 4 4 4 4 4 0,0 0 1 0 1,52656
9 4 4 4 4 4 4 4 0,0 0 1 0 1,83517
9 4 4 4 4 4 4 4 0,0 0 1 0 1,231990
9 4 4 4 4 4 4 4 0,0 0 1 0 1,101985
9 4 4 4 4 4 4 4 0,0 0 1 0 1,230532
9 4 4 4 4 4 4 4 0,0 0 1 0 1,6486
9 4 4 4 4 4 4 4 0,0 0 1 0 1,99555
9 4 4 4 4 4 4 4 0,0 0 1 0 1,115350
9 4 4 4 4 4 4 4 0,0 0 1 0 1,133818
9 4 4 4 4 4 4 4 0,0 0 1 0 1,81816
9 4 4 4 4 4 4 4 0,0 0 1 0 1,100527
9 4 4 4 4 4 4 4 0,0 0 1 0 1,21795
9 4 4 4 4 4 4 4 0,0 0 1 0 1,67965
9 4 4 4 4 4 4 4 0,0 0 1 0 1,211578
9 4 4 4 4 4 4 4 0,0 0 1 0 1,21795
9 4 4 4 4 4 4 4 0,0 0 1 0 1,118509
9 4 4 4 4 4 4 4 0,0 0 1 0 1,108060
9 4 4 4 4 4 4 4 0,0 0 1 0 1,66021
9 4 4 4 4 4 4 4 0,0 0 1 0 1,219840
9 4 4 4 4 4 4 4 0,0 0 1 0 1,155202
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42450
9 4 4 4 4 4 4 4 0,0 0 1 0 1,31029
9 4 4 4 4 4 4 4 0,0 0 1 0 1,16692
9 4 4 4 4 4 4 4 0,0 0 1 0 1,37833
9 4 4 4 4 4 4 4 0,0 0 1 0 1,34188
9 9 4 4 4 4 4 4 0,0 0 1 0 1,160062
9 4 4 4 4 4 4 4 0,0 0 1 0 1,49983
9 4 4 4 4 4 4 4 0,0 0 1 0 1,153744
9 4 4 4 4 4 4 4 0,0 0 1 0 1,22524
9 4 4 4 4 4 4 4 0,0 0 1 0 1,60918
9 4 4 4 4 4 4 4 0,0 0 1 0 1,209877
9 4 4 4 4 4 4 4 0,0 0 1 0 1,51684
9 4 4 4 4 4 4 4 0,0 0 1 0 1,17664
9 4 4 4 4 4 4 4 0,0 0 1 0 1,209877
9 4 4 4 4 4 4 4 0,0 0 1 0 1,121668
9 4 4 4 4 4 4 4 0,0 0 1 0 1,181689
9 4 4 4 4 4 4 4 0,0 0 1 0 1,203316
9 4 4 4 4 4 4 4 0,0 0 1 0 1,238308
9 4 4 4 4 4 4 4 0,0 0 1 0 1,51198
9 4 4 4 4 4 4 4 0,0 0 1 0 1,55086
9 4 4 4 4 4 4 4 0,0 0 1 0 1,81816
9 4 4 4 4 4 4 4 0,0 0 1 0 1,4056
9 4 4 4 4 4 4 4 0,0 0 1 0 1,203559
9 4 4 4 4 4 4 4 0,0 0 1 0 1,105144
9 4 4 4 4 4 4 4 0,0 0 1 0 1,218382
9 4 4 4 4 4 4 4 0,0 0 1 0 1,168
9 4 4 4 4 4 4 4 0,0 0 1 0 1,168567
9 4 4 4 4 4 4 4 0,0 0 1 0 1,31029
9 4 4 4 4 4 4 4 0,0 0 1 0 1,3813
9 4 4 4 4 4 4 4 0,0 0 1 0 1,79143
9 4 4 4 4 4 4 4 0,0 0 1 0 1,115350
9 4 4 4 4 4 4 4 0,0 0 1 0 1,113406
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42450
9 4 4 4 4 4 4 4 0,0 0 1 0 1,13776
9 4 4 4 4 4 4 4 0,0 0 1 0 1,11103
9 4 4 4 4 4 4 4 0,0 0 1 0 1,156417
9 4 4 4 4 4 4 4 0,0 0 1 0 1,203316
9 4 4 4 4 4 4 4 0,0 0 1 0 1,170754
9 4 4 4 4 4 4 4 0,0 0 1 0 1,115350
9 4 4 4 4 4 4 4 0,0 0 1 0 1,4056
9 4 4 4 4 4 4 4 0,0 0 1 0 1,198942
1 0,0 0 1 0 1,84003
9 4 4 4 4 4 4 4 0,0 0 1 0 1,49983
9 4 4 4 4 4 4 4 0,0 0 1 0 1,37590
9 4 4 4 4 4 4 4 0,0 0 1 0 1,121668
9 4 4 4 4 4 4 4 0,0 0 1 0 1,210363
9 4 4 4 4 4 4 4 0,0 0 1 0 1,16935
9 4 4 4 4 4 4 4 0,0 0 1 0 1,189222
9 4 4 4 4 4 4 4 0,0 0 1 0 1,99069
9 4 4 4 4 4 4 4 0,0 0 1 0 1,30543
9 4 4 4 4 4 4 4 0,0 0 1 0 1,34917
9 4 4 4 4 4 4 4 0,0 0 1 0 1,198942
9 9 4 4 4 4 4 4 0,0 0 1 0 1,157632
9 4 4 4 4 4 4 4 0,0 0 1 0 1,168324
9 4 4 4 4 4 4 4 0,0 0 1 0 1,55086
9 4 4 4 4 4 4 4 0,0 0 1 0 1,116322
9 4 4 4 4 4 4 4 0,0 0 1 0 1,149127
9 4 4 4 4 4 4 4 0,0 0 1 0 1,84732
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69180
9 4 4 4 4 4 4 4 0,0 0 1 0 1,168324
9 4 4 4 4 4 4 4 0,0 0 1 0 1,47067
9 4 4 4 4 4 4 4 0,0 0 1 0 1,184362
9 4 4 4 4 4 4 4 0,0 0 1 0 1,167595
9 4 4 4 4 4 4 4 0,0 0 1 0 1,195540
9 4 4 4 4 4 4 4 0,0 0 1 0 1,238551
9 4 4 4 4 4 4 4 0,0 0 1 0 1,97368
9 4 4 4 4 4 4 4 0,0 0 1 0 1,194325
9 4 4 4 4 4 4 4 0,0 0 1 0 1,94452
9 4 4 4 4 4 4 4 0,0 0 1 0 1,107817
9 4 4 4 4 4 4 4 0,0 0 1 0 1,199185
9 4 4 4 4 4 4 4 0,0 0 1 0 1,66021
9 4 4 4 4 4 4 4 0,0 0 1 0 1,235635
9 4 4 4 4 4 4 4 0,0 0 1 0 1,13776
9 4 4 4 4 4 4 4 0,0 0 1 0 1,189222
9 4 4 4 4 4 4 4 0,0 0 1 0 1,171969
9 4 4 4 4 4 4 4 0,0 0 1 0 1,113406
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69180
9 4 4 4 4 4 4 4 0,0 0 1 0 1,220326
9 4 4 4 4 4 4 4 0,0 0 1 0 1,150099
9 4 4 4 4 4 4 4 0,0 0 1 0 1,180231
9 4 4 4 4 4 4 4 0,0 0 1 0 1,226158
9 4 4 4 4 4 4 4 0,0 0 1 0 1,125799
9 4 4 4 4 4 4 4 0,0 0 1 0 1,236850
9 4 4 4 4 4 4 4 0,0 0 1 0 1,88863
9 4 4 4 4 4 4 4 0,0 0 1 0 1,136248
9 4 4 4 4 4 4 4 0,0 0 1 0 1,120453
9 4 4 4 4 4 4 4 0,0 0 1 0 1,175857
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69666
9 4 4 4 4 4 4 4 0,0 0 1 0 1,52899
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69180
9 4 4 4 4 4 4 4 0,0 0 1 0 1,29571
9 4 4 4 4 4 4 4 0,0 0 1 0 1,52656
9 4 4 4 4 4 4 4 0,0 0 1 0 1,203316
9 4 4 4 4 4 4 4 0,0 0 1 0 1,192381
9 4 4 4 4 4 4 4 0,0 0 1 0 1,141837
9 4 4 4 4 4 4 4 0,0 0 1 0 1,196998
9 4 4 4 4 4 4 4 0,0 0 1 0 1,170754
9 4 4 4 4 4 4 4 0,0 0 1 0 1,8916
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42450
9 4 4 4 4 4 4 4 0,0 0 1 0 1,135033
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42450
9 4 4 4 4 4 4 4 0,0 0 1 0 1,81816
9 4 4 4 4 4 4 4 0,0 0 1 0 1,110976
9 4 4 4 4 4 4 4 0,0 0 1 0 1,127500
9 4 4 4 4 4 4 4 0,0 0 1 0 1,154473
9 4 4 4 4 4 4 4 0,0 0 1 0 1,51684
9 4 4 4 4 4 4 4 0,0 0 1 0 1,28599
9 4 4 4 4 4 4 4 0,0 0 1 0 1,36132
9 4 4 4 4 4 4 4 0,0 0 1 0 1,62862
9 4 4 4 4 4 4 4 0,0 0 1 0 1,211578
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69909
9 4 4 4 4 4 4 4 0,0 0 1 0 1,56058
9 4 4 4 4 4 4 4 0,0 0 1 0 1,4056
9 4 4 4 4 4 4 4 0,0 0 1 0 1,113406
9 4 4 4 4 4 4 4 0,0 0 1 0 1,110976
9 4 4 4 4 4 4 4 0,0 0 1 0 1,238551
9 4 4 4 4 4 4 4 0,0 0 1 0 1,184362
9 4 4 4 4 4 4 4 0,0 0 1 0 1,150099
9 4 4 4 4 4 4 4 0,0 0 1 0 1,58488
9 4 4 4 4 4 4 4 0,0 0 1 0 1,10131
9 4 4 4 4 4 4 4 0,0 0 1 0 1,240495
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69666
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42450
9 4 4 4 4 4 4 4 0,0 0 1 0 1,171969
9 4 4 4 4 4 4 4 0,0 0 1 0 1,175857
9 4 4 4 4 4 4 4 0,0 0 1 0 1,222513
9 4 4 4 4 4 4 4 0,0 0 1 0 1,104415
9 4 4 4 4 4 4 4 0,0 0 1 0 1,178287
9 4 4 4 4 4 4 4 0,0 0 1 0 1,133818
9 4 4 4 4 4 4 4 0,0 0 1 0 1,67965
9 4 4 4 4 4 4 4 0,0 0 1 0 1,55086
9 4 4 4 4 4 4 4 0,0 0 1 0 1,176829
9 4 4 4 4 4 4 4 0,0 0 1 0 1,181689
9 4 4 4 4 4 4 4 0,0 0 1 0 1,38805
9 4 4 4 4 4 4 4 0,0 0 1 0 1,153744
9 4 4 4 4 4 4 4 0,0 0 1 0 1,88863
9 4 4 4 4 4 4 4 0,0 0 1 0 1,155202
9 4 4 4 4 4 4 4 0,0 0 1 0 1,46338
9 4 4 4 4 4 4 4 0,0 0 1 0 1,1383
9 4 4 4 4 4 4 4 0,0 0 1 0 1,49983
9 4 4 4 4 4 4 4 0,0 0 1 0 1,219840
9 4 4 4 4 4 4 4 0,0 0 1 0 1,153744
9 4 4 4 4 4 4 4 0,0 0 1 0 1,411
9 4 4 4 4 4 4 4 0,0 0 1 0 1,175857
9 4 4 4 4 4 4 4 0,0 0 1 0 1,126771
9 4 4 4 4 4 4 4 0,0 0 1 0 1,7944
9 4 4 4 4 4 4 4 0,0 0 1 0 1,39534
9 4 4 4 4 4 4 4 0,0 0 1 0 1,181689
9 4 4 4 4 4 4 4 0,0 0 1 0 1,70395
9 4 4 4 4 4 4 4 0,0 0 1 0 1,181689
9 4 4 4 4 4 4 4 0,0 0 1 0 1,120453
9 4 4 4 4 4 4 4 0,0 0 1 0 1,141837
9 4 4 4 4 4 4 4 0,0 0 1 0 1,37833
9 4 4 4 4 4 4 4 0,0 0 1 0 1,194325
9 9 4 4 4 4 4 4 0,0 0 1 0 1,91536
9 4 4 4 4 4 4 4 0,0 0 1 0 1,3813
9 4 4 4 4 4 4 4 0,0 0 1 0 1,89835
9 4 4 4 4 4 4 4 0,0 0 1 0 1,232962
9 4 4 4 4 4 4 4 0,0 0 1 0 1,52899
9 4 4 4 4 4 4 4 0,0 0 1 0 1,206718
9 4 4 4 4 4 4 4 0,0 0 1 0 1,70395
9 4 4 4 4 4 4 4 0,0 0 1 0 1,155688
9 4 4 4 4 4 4 4 0,0 0 1 0 1,94452
9 4 4 4 4 4 4 4 0,0 0 1 0 1,198942
9 4 4 4 4 4 4 4 0,0 0 1 0 1,238551
9 4 4 4 4 4 4 4 0,0 0 1 0 1,216438
9 4 4 4 4 4 4 4 0,0 0 1 0 1,235635
9 4 4 4 4 4 4 4 0,0 0 1 0 1,156417
9 4 4 4 4 4 4 4 0,0 0 1 0 1,146697
9 4 4 4 4 4 4 4 0,0 0 1 0 1,35889
9 4 4 4 4 4 4 4 0,0 0 1 0 1,42693
9 4 4 4 4 4 4 4 0,0 0 1 0 1,153744
9 4 4 4 4 4 4 4 0,0 0 1 0 1,73554
9 4 4 4 4 4 4 4 0,0 0 1 0 1,10374
9 4 4 4 4 4 4 4 0,0 0 1 0 1,46338
9 4 4 4 4 4 4 4 0,0 0 1 0 1,208905
9 4 4 4 4 4 4 4 0,0 0 1 0 1,75012
9 4 4 4 4 4 4 4 0,0 0 1 0 1,207447
9 4 4 4 4 4 4 4 0,0 0 1 0 1,238065
9 4 4 4 4 4 4 4 0,0 0 1 0 1,201372
9 4 4 4 4 4 4 4 0,0 0 1 0 1,34188
9 4 4 4 4 4 4 4 0,0 0 1 0 1,49983
9 4 4 4 4 4 4 4 0,0 0 1 0 1,8673
9 4 4 4 4 4 4 4 0,0 0 1 0 1,107817
9 4 4 4 4 4 4 4 0,0 0 1 0 1,119967
9 4 4 4 4 4 4 4 0,0 0 1 0 1,8673
9 4 4 4 4 4 4 4 0,0 0 1 0 1,197727
9 4 4 4 4 4 4 4 0,0 0 1 0 1,116322
9 4 4 4 4 4 4 4 0,0 0 1 0 1,195540
9 4 4 4 4 4 4 4 0,0 0 1 0 1,240252
9 4 4 4 4 4 4 4 0,0 0 1 0 1,195540
9 4 4 4 4 4 4 4 0,0 0 1 0 1,87648
9 4 4 4 4 4 4 4 0,0 0 1 0 1,131145
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69909
9 4 4 4 4 4 4 4 0,0 0 1 0 1,178773
9 4 4 4 4 4 4 4 0,0 0 1 0 1,222513
9 4 4 4 4 4 4 4 0,0 0 1 0 1,75012
9 4 4 4 4 4 4 4 0,0 0 1 0 1,99555
9 4 4 4 4 4 4 4 0,0 0 1 0 1,132117
9 4 4 4 4 4 4 4 0,0 0 1 0 1,4056
9 4 4 4 4 4 4 4 0,0 0 1 0 1,194811
9 4 4 4 4 4 4 4 0,0 0 1 0 1,192381
9 4 4 4 4 4 4 4 0,0 0 1 0 1,7944
9 4 4 4 4 4 4 4 0,0 0 1 0 1,82302
9 4 4 4 4 4 4 4 0,0 0 1 0 1,18393
9 4 4 4 4 4 4 4 0,0 0 1 0 1,220326
9 4 4 4 4 4 4 4 0,0 0 1 0 1,197727
9 4 4 4 4 4 4 4 0,0 0 1 0 1,213036
9 4 4 4 4 4 4 4 0,0 0 1 0 1,8673
9 4 4 4 4 4 4 4 0,0 0 1 0 1,69666
9 4 4 4 4 4 4 4 0,0 0 1 0 1,110976
9 4 4 4 4 4 4 4 0,0 0 1 0 1,101985
9 4 4 4 4 4 4 4 0,0 0 1 0 1,199185
9 4 4 4 4 4 4 4 0,0 0 1 0 1,79143
9 4 4 4 4 4 4 4 0,0 0 1 0 1,168324
9 4 4 4 4 4 4 4 0,0 0 1 0 1,56787
9 4 4 4 4 4 4 4 0,0 0 1 0 1,18393
9 4 4 4 4 4 4 4 0,0 0 1 0 1,8673
9 4 4 4 4 4 4 4 0,0 0 1 0 1,226158
9 4 4 4 4 4 4 4 0,0 0 1 0 1,193596
9 4 4 4 4 4 4 4 0,0 0 1 0 1,153744
9 4 4 4 4 4 4 4 0,0 0 1 0 1,195540
9 4 4 4 4 4 4 4 0,0 0 1 0 1,37590
9 4 4 4 4 4 4 4 0,0 0 1 0 1,57759
9 4 4 4 4 4 4 4 0,0 0 1 0 1,58488
9 4 4 4 4 4 4 4 0,0 0 1 0 1,171969
9 4 4 4 4 4 4 4 0,0 0 1 0 1,240009
9 4 4 4 4 4 4 4 0,0 0 1 0 1,154473
9 9 9 4 4 4 4 4 0,0 0 1 0 0,75500
9 9 9 4 4 4 4 4 0,0 0 1 0 0,124586
9 9 9 4 4 4 4 4 0,0 0 1 0 0,101987
9 9 9 4 4 4 4 4 0,0 0 1 0 0,151073
9 9 9 4 4 4 4 4 0,0 0 1 0 0,153017
9 9 9 4 4 4 4 4 0,0 0 1 0 0,181448
9 9 9 4 4 4 4 4 0,0 0 1 0 0,203075
9 9 9 4 4 4 4 4 0,0 0 1 0 0,117053
9 9 9 4 4 4 4 4 0,0 0 1 0 0,42209
9 9 9 4 4 4 4 4 0,0 0 1 0 0,34676
9 9 9 4 4 4 4 4 0,0 0 1 0 0,50714
9 9 9 4 4 4 4 4 0,0 0 1 0 0,154475
9 9 9 4 4 4 4 4 0,0 0 1 0 0,100772
9 9 9 4 4 4 4 4 0,0 0 1 0 0,152531
9 9 9 4 9 4 4 4 0,0 0 1 0 0,59462
1 9 14 0,0 0 1 0 0,159821
9 9 9 4 4 4 4 4 0,0 0 1 0 0,134792
9 9 9 4 4 4 4 4 0,0 0 1 0 0,241469
9 9 9 4 4 4 4 4 0,0 0 1 0 0,117053
9 9 9 4 4 4 4 4 0,0 0 1 0 0,41480
9 9 9 4 4 4 4 4 0,0 0 1 0 0,142082
9 9 9 4 4 4 4 4 0,0 0 1 0 0,61892
9 9 9 4 4 4 4 4 0,0 0 1 0 0,240497
9 9 9 4 4 4 4 4 0,0 0 1 0 0,240497
9 9 9 4 4 4 4 4 0,0 0 1 0 0,222758
9 9 9 4 4 4 4 4 0,0 0 1 0 0,34190
9 9 9 4 4 4 4 4 0,0 0 1 0 0,197972
9 9 9 4 4 4 4 4 0,0 0 1 0 0,147671
9 9 9 4 4 4 4 4 0,0 0 1 0 0,146456
9 9 9 9 4 4 4 4 0,0 0 1 0 0,208178
9 9 9 4 4 4 4 4 0,0 0 1 0 0,145484
1 9 14 0,0 0 1 0 0,160550
9 9 9 4 4 4 4 4 0,0 0 1 0 0,119240
9 9 9 4 4 4 4 4 0,0 0 1 0 0,242684
9 9 9 4 4 4 4 4 0,0 0 1 0 0,233693
9 9 9 4 4 4 4 4 0,0 0 1 0 0,171485
9 9 9 9 4 4 4 4 0,0 0 1 0 0,45368
9 9 9 4 4 4 4 4 0,0 0 1 0 0,119726
9 9 9 4 4 4 4 4 0,0 0 1 0 0,156419
9 9 9 4 4 4 4 4 0,0 0 1 0 0,117782
9 9 9 4 4 4 4 4 0,0 0 1 0 0,64322
9 9 9 4 4 4 4 4 0,0 0 1 0 0,186794
9 9 9 4 4 4 4 4 0,0 0 1 0 0,241712
9 9 9 4 4 4 4 4 0,0 0 1 0 0,33704
9 9 9 4 4 4 4 4 0,0 0 1 0 0,18395
9 9 9 9 4 4 4 4 0,0 0 1 0 0,45368
9 9 9 9 4 4 4 4 0,0 0 1 0 0,235151
9 9 9 4 4 4 4 4 0,0 0 1 0 0,69668
9 9 9 4 4 4 4 4 0,0 0 1 0 0,230291
9 9 9 4 4 4 4 4 0,0 0 1 0 0,77201
9 9 9 4 4 4 4 4 0,0 0 1 0 0,96398
9 9 9 4 4 4 4 4 0,0 0 1 0 0,150830
9 9 9 4 4 4 4 4 0,0 0 1 0 0,55088
9 9 9 4 4 4 4 4 0,0 0 1 0 0,58247
9 9 9 4 4 4 4 4 0,0 0 1 0 0,17909
9 9 9 4 4 4 4 4 0,0 0 1 0 0,230777
9 9 9 4 4 4 4 4 0,0 0 1 0 0,136493
9 9 9 4 4 4 4 4 0,0 0 1 0 0,166625
9 9 9 4 4 4 4 4 0,0 0 1 0 0,198458
9 9 9 4 4 4 4 4 0,0 0 1 0 0,184364
9 9 9 4 4 4 4 4 0,0 0 1 0 0,214496
9 9 9 4 4 4 4 4 0,0 0 1 0 0,211094
9 9 9 4 4 4 4 4 0,0 0 1 0 0,101987
9 9 9 4 4 4 4 4 0,0 0 1 0 0,109520
9 9 9 4 4 4 4 4 0,0 0 1 0 0,163709
9 9 9 4 4 4 4 4 0,0 0 1 0 0,194327
9 9 9 4 4 4 4 4 0,0 0 1 0 0,36863
9 9 9 4 4 4 4 4 0,0 0 1 0 0,141596
9 9 9 4 4 4 4 4 0,0 0 1 0 0,71855
9 9 9 9 4 4 4 4 0,0 0 1 0 0,80603
9 9 9 4 4 4 4 4 0,0 0 1 0 0,165653
9 9 9 4 4 4 4 4 0,0 0 1 0 0,77201
9 9 9 4 4 4 4 4 0,0 0 1 0 0,96398
9 9 9 4 4 4 4 4 0,0 0 1 0 0,52172
9 9 9 4 4 4 4 4 0,0 0 1 0 0,98585
1 1 1 0,0 0 1 0 0,171242
9 9 9 4 4 4 4 4 0,0 0 1 0 0,77201
9 9 9 4 4 4 4 4 0,0 0 1 0 0,171485
9 9 9 4 4 4 4 4 0,0 0 1 0 0,233693
9 9 9 4 4 4 4 4 0,0 0 1 0 0,26414
9 9 9 4 4 4 4 4 0,0 0 1 0 0,165410
9 9 9 4 4 4 4 4 0,0 0 1 0 0,71612
9 9 9 4 4 4 4 4 0,0 0 1 0 0,150830
9 9 9 4 4 4 4 4 0,0 0 1 0 0,17423
9 9 9 9 9 9 9 0,0 0 1 0 0,237581
9 9 9 4 4 4 4 4 0,0 0 1 0 0,49013
9 9 9 4 4 4 4 4 0,0 0 1 0 0,146456
9 9 9 4 4 4 4 4 0,0 0 1 0 0,57032
9 9 9 4 4 4 4 4 0,0 0 1 0 0,198458
9 9 9 4 4 4 4 4 0,0 0 1 0 0,86921
9 9 9 4 4 4 4 4 0,0 0 1 0 0,211094
9 9 9 4 4 4 4 4 0,0 0 1 0 0,47312
9 9 9 4 4 4 4 4 0,0 0 1 0 0,182906
9 9 9 4 4 4 4 4 0,0 0 1 0 0,153017
9 9 9 4 4 4 4 4 0,0 0 1 0 0,57032
9 9 9 4 4 4 4 4 0,0 0 1 0 0,167597
9 9 9 4 9 4 4 4 0,0 0 1 0 0,12806
9 9 9 4 4 4 4 4 0,0 0 1 0 0,222758
9 9 9 4 4 4 4 4 0,0 0 1 0 0,162494
9 9 9 4 4 4 4 4 0,0 0 1 0 0,25199
9 9 9 4 4 4 4 4 0,0 0 1 0 0,49985
9 9 9 4 4 4 4 4 0,0 0 1 0 0,232721
9 9 9 4 4 4 4 4 0,0 0 1 0 0,131876
9 9 9 4 4 4 4 4 0,0 0 1 0 0,109034
9 9 9 4 4 4 4 4 0,0 0 1 0 0,201374
9 9 9 4 4 4 4 4 0,0 0 1 0 0,117782
9 9 9 4 4 4 4 4 0,0 0 1 0 0,117053
9 9 9 4 4 4 4 4 0,0 0 1 0 0,95912
9 9 9 4 4 4 4 4 0,0 0 1 0 0,104903
9 9 9 4 4 4 4 4 0,0 0 1 0 0,68210
9 9 9 4 4 4 4 4 0,0 0 1 0 0,34190
9 9 9 4 4 4 4 4 0,0 0 1 0 0,42209
9 9 9 4 4 4 4 4 0,0 0 1 0 0,230291
9 9 9 4 4 4 4 4 0,0 0 1 0 0,162494
9 9 9 4 4 4 4 4 0,0 0 1 0 0,109034
9 9 9 4 4 4 4 4 0,0 0 1 0 0,36134
9 9 9 4 4 4 4 4 0,0 0 1 0 0,202832
9 9 9 4 4 4 4 4 0,0 0 1 0 0,163709
9 9 9 4 4 4 4 4 0,0 0 1 0 0,220328
9 9 9 4 4 4 4 4 0,0 0 1 0 0,54845
9 9 9 4 4 4 4 4 0,0 0 1 0 0,17423
9 9 9 4 9 4 4 4 0,0 0 1 0 0,173186
9 9 9 4 4 4 4 4 0,0 0 1 0 0,22526
9 9 9 4 4 4 4 4 0,0 0 1 0 0,155204
1 9 14 0,0 0 1 0 0,160550
9 9 9 4 4 4 4 4 0,0 0 1 0 0,34676
9 9 9 4 4 4 4 4 0,0 0 1 0 0,50714
9 9 9 4 4 4 4 4 0,0 0 1 0 0,155204
9 9 9 9 4 4 4 4 0,0 0 1 0 0,200888
9 9 9 4 4 4 4 4 0,0 0 1 0 0,179990
9 9 9 9 9 4 4 0,0 0 1 0 0,139652
9 9 9 4 4 4 4 4 0,0 0 1 0 0,179990
9 9 9 4 4 4 4 4 0,0 0 1 0 0,22526
9 9 9 4 4 4 4 4 0,0 0 1 0 0,214496
9 9 9 4 4 4 4 4 0,0 0 1 0 0,134792
9 9 9 4 4 4 4 4 0,0 0 1 0 0,211823
9 9 9 9 9 9 0,0 0 1 0 0,194570
9 9 9 4 4 4 4 4 0,0 0 1 0 0,47312
9 9 9 4 4 4 4 4 0,0 0 1 0 0,211580
9 9 9 4 4 4 4 4 0,0 0 1 0 0,95183
9 9 9 4 4 4 4 4 0,0 0 1 0 0,180476
9 9 9 4 9 4 4 4 0,0 0 1 0 0,12806
9 9 9 4 4 4 4 4 0,0 0 1 0 0,145484
9 9 9 4 4 4 4 4 0,0 0 1 0 0,98585
9 9 9 4 4 4 4 4 0,0 0 1 0 0,25442
9 9 9 4 4 4 4 4 0,0 0 1 0 0,181691
9 9 9 4 4 4 4 4 0,0 0 1 0 0,61892
9 9 9 4 4 4 4 4 0,0 0 1 0 0,23741
9 9 9 4 4 4 4 4 0,0 0 1 0 0,25685
9 9 9 4 4 4 4 4 0,0 0 1 0 0,140381
9 9 9 9 4 4 4 4 0,0 0 1 0 0,200888
9 9 9 4 4 4 4 4 0,0 0 1 0 0,148643
9 9 9 9 9 4 4 0,0 0 1 0 0,139652
9 9 9 4 4 4 4 4 0,0 0 1 0 0,4544
9 9 9 4 4 4 4 4 0,0 0 1 0 0,134792
9 9 9 9 9 9 9 0,0 0 1 0 0,237581
9 9 9 4 4 4 4 4 0,0 0 1 0 0,165653
9 9 9 4 4 4 4 4 0,0 0 1 0 0,54116
9 9 9 4 4 4 4 4 0,0 0 1 0 0,156905
9 9 9 4 4 4 4 4 0,0 0 1 0 0,230291
